R	abstract	accessRights	accrualMethod	accrualPeriodicity	accrualPolicy	alternative	audience	available	bibliographicCitation	conformsTo	contributor	coverage	created	creator	date	dateAccepted	dateCopyrighted	dateSubmitted	description	educationLevel	extent	format	hasFormat	hasPart	hasVersion	identifier	instructionalMethod	isFormatOf	isPartOf	isReferencedBy	isReplacedBy	isRequiredBy	isVersionOf	issued	language	license	mediator	medium	modified	provenance	publisher	references	relation	replaces	requires	rights	rightsHolder	source	spatial	subject	tableOfContents	temporal	title	type	valid	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	behavior	establishmentMeans	occurrenceStatus	preparations	disposition	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOccurrences	associatedOrganisms	previousIdentifications	organismRemarks	materialSampleID	eventID	parentEventID	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	samplingEffort	sampleSizeValue	sampleSizeUnit	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	countryCode	stateProvince	county	municipality	locality	verbatimLocality	verbatimElevation	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceVerificationStatus	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	identificationQualifier	typeStatus	identifiedBy	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	family	genus	subgenus	specificEpithet	infraspecificEpithet	taxonRank	verbatimTaxonRank	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks	datasetKey	publishingCountry	lastInterpreted	elevation	elevationAccuracy	depth	depthAccuracy	distanceAboveSurface	distanceAboveSurfaceAccuracy	issue	mediaType	hasCoordinate	hasGeospatialIssues	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	subgenusKey	speciesKey	species	genericName	typifiedName	protocol	lastParsed	lastCrawled
1097437602																										4e584812-aaed-40ac-9ff6-415376b3bdef									en												The New York Botanical Garden							PhysicalObject					NY				PRESERVED_SPECIMEN				4e584812-aaed-40ac-9ff6-415376b3bdef	29445	10697	K. H. Dueholm																												1980-07-17T00:00Z				1980	7	17												NORTH_AMERICA				US	Wyoming	Sweetwater Co.		North side of Pine Mountain								41.03184	-108.98809																																																	Abies lasiocarpa (Hook.) Nutt.								Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies		lasiocarpa		SPECIES			ICBN				d415c253-4d61-4459-9d25-4015b9084fb0	US	2016-04-17T17:30Z	2865	0					COORDINATE_ROUNDED		TRUE	FALSE	2685313	6	7707728	194	640	3925	2684876		2685313	Abies lasiocarpa	Abies		DWC_ARCHIVE	2015-11-17T16:30Z	2015-11-17T16:30Z
1097934930																										a737d451-418b-4661-95d2-f4f2d2631ed6									en												The New York Botanical Garden							PhysicalObject					NY				PRESERVED_SPECIMEN				a737d451-418b-4661-95d2-f4f2d2631ed6	29414	15107	S. Goodrich																												1980-08-27T00:00Z				1980	8	27												NORTH_AMERICA				US	Utah	Duchesne Co.		"Uinta Mountains, South Fork Rock Creek, 30 miles, 328 degrees from Duchesne, Ashley National Forest"								40.55	-110.72																																																	Abies lasiocarpa (Hook.) Nutt.								Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies		lasiocarpa		SPECIES			ICBN				d415c253-4d61-4459-9d25-4015b9084fb0	US	2016-04-17T17:30Z	2621	0					GEODETIC_DATUM_ASSUMED_WGS84		TRUE	FALSE	2685313	6	7707728	194	640	3925	2684876		2685313	Abies lasiocarpa	Abies		DWC_ARCHIVE	2015-11-17T16:35Z	2015-11-17T16:35Z
1098028996																										b802bad1-7387-41c4-907c-9fa16d514fae									en												The New York Botanical Garden							PhysicalObject					NY				PRESERVED_SPECIMEN				b802bad1-7387-41c4-907c-9fa16d514fae	1083416	7776	J. F. Smith																												2008-08-09T00:00Z				2008	8	9												NORTH_AMERICA				US	Idaho	Cassia Co.		"Mt. Independence, vicinity of Independence Lake"								42.20142	-113.66255																																																	Abies lasiocarpa (Hook.) Nutt.								Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies		lasiocarpa		SPECIES			ICBN				d415c253-4d61-4459-9d25-4015b9084fb0	US	2016-04-17T17:30Z	2703	0					COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84		TRUE	FALSE	2685313	6	7707728	194	640	3925	2684876		2685313	Abies lasiocarpa	Abies		DWC_ARCHIVE	2015-11-17T16:37Z	2015-11-17T16:37Z
1098161690																										cfb9d9bc-d143-4d90-bff7-b1af2428bbfb									en												The New York Botanical Garden							PhysicalObject					NY				PRESERVED_SPECIMEN				cfb9d9bc-d143-4d90-bff7-b1af2428bbfb	29439	1063	E. D. Merrill																												1901-07-19T00:00Z				1901	7	19												NORTH_AMERICA				US	Wyoming			"High hills along Snake River, 20 miles south Jackson"																																																										Abies lasiocarpa (Hook.) Nutt.								Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies		lasiocarpa		SPECIES			ICBN				d415c253-4d61-4459-9d25-4015b9084fb0	US	2016-04-17T17:30Z									FALSE	FALSE	2685313	6	7707728	194	640	3925	2684876		2685313	Abies lasiocarpa	Abies		DWC_ARCHIVE	2015-11-17T16:38Z	2015-11-17T16:38Z
1021202620																										http://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?HSC44945&related=yes																http://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?HSC44945&related=yes																	HSC	VascularPlants			PRESERVED_SPECIMEN					HSC44945	3240	J. O. Sawyer																												1978-06-18T00:00Z				1978	6	18	Jun 18 1978															US	California	Siskiyou		"Marble Mountain Wilderness, Shelly Meadows"		1921 m						41.4778	-123.0665	608											GoogleMaps via BerkeleyMapper																																					Abies lasiocarpa (Hook.) Nutt.								Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies		lasiocarpa		SPECIES							4fa894f4-b6c6-4ec0-b816-9bb03b3ca106	US	2016-04-17T15:18Z									TRUE	FALSE	2685313	6	7707728	194	640	3925	2684876		2685313	Abies lasiocarpa	Abies		DWC_ARCHIVE	2016-01-29T20:08Z	2016-01-29T20:08Z
918825010									Abies lasiocarpa (UBC V109636)																	19531									en	http://creativecommons.org/publicdomain/zero/1.0/legalcode			2012-04-05T00:00Z			http://bridge.botany.ubc.ca/herbarium/details.php?db=vwsp.fmp12&layout=vwsp_web_details&recid=21656&ass_num=V109636					University of British Columbia							PhysicalObject			urn:lsid:biocol.org:col:15106	http://dataset.canadensys.net/ubc-vascular-specimens	University of British Columbia	UBC	University of British Columbia Herbarium (UBC) - Vascular Plants Collection	University of British Columbia	PRESERVED_SPECIMEN				19531	V109636	98	P.R. Sanderson										mounted						"tree 35ft, d. 5 inches, sun leaves from crown"												1949-07-24T00:00Z				1949	7	24	1949 Jul 24	"damp, shady ground among many spruce and balsam, near timber line"														CA	British Columbia			sunny point 20 miles east Smithers in babine Mountain														unknown																															John W. Eastham													Abies lasiocarpa (Hook.) Nutt.								Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies		lasiocarpa		SPECIES			ICBN				07fd0d79-4883-435f-bba1-58fef110cd13	CA	2016-04-17T15:20Z							COORDINATE_INVALID	STILLIMAGE	FALSE	FALSE	2685313	6	7707728	194	640	3925	2684876		2685313	Abies lasiocarpa	Abies		DWC_ARCHIVE	2016-02-15T18:08Z	2016-02-15T18:08Z
918835397									Abies lasiocarpa (UBC V177026)																	30012									en	http://creativecommons.org/publicdomain/zero/1.0/legalcode			2012-09-26T00:00Z			http://bridge.botany.ubc.ca/herbarium/details.php?db=vwsp.fmp12&layout=vwsp_web_details&recid=32234&ass_num=V177026					University of British Columbia							PhysicalObject			urn:lsid:biocol.org:col:15106	http://dataset.canadensys.net/ubc-vascular-specimens	University of British Columbia	UBC	University of British Columbia Herbarium (UBC) - Vascular Plants Collection	University of British Columbia	PRESERVED_SPECIMEN				30012	V177026	528	Wynne Gorman										mounted						"Stikine-Iskut Habitat Utilization Report,BC Hydro & Power(see files)"												1977-09-05T00:00Z				1977	9	5	1977 Sep 05	aspen-fir forest														CA	British Columbia			"Stikine river basin, along the Stewart-Cassiar highway"														unknown																															Wynne Gorman													Abies lasiocarpa (Hook.) Nutt.								Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies		lasiocarpa		SPECIES			ICBN				07fd0d79-4883-435f-bba1-58fef110cd13	CA	2016-04-17T15:20Z							COORDINATE_INVALID		FALSE	FALSE	2685313	6	7707728	194	640	3925	2684876		2685313	Abies lasiocarpa	Abies		DWC_ARCHIVE	2016-02-15T18:08Z	2016-02-15T18:08Z
918953041									Abies lasiocarpa (UBC V229100)																	149186									en	http://creativecommons.org/publicdomain/zero/1.0/legalcode			2012-09-26T00:00Z			http://bridge.botany.ubc.ca/herbarium/details.php?db=vwsp.fmp12&layout=vwsp_web_details&recid=178014&ass_num=V229100					University of British Columbia							PhysicalObject			urn:lsid:biocol.org:col:15106	http://dataset.canadensys.net/ubc-vascular-specimens	University of British Columbia	UBC	University of British Columbia Herbarium (UBC) - Vascular Plants Collection	University of British Columbia	PRESERVED_SPECIMEN				149186	V229100	ACC	W.H. Parker; Jack Maze										mounted						"Tree, 40 ft tall & 12 inches DBH"						"Abies lasiocarpa by W.H. Parker, Jack Maze 1975"						1975-07-24T00:00Z				1975	7	24	1975 Jul 24	"Growing along stream with Veratrum, Alder & Oplopanax"														CA	British Columbia			"5.0 miles south from road Nass Junction-Kitwanga Junction Road, 3.5 miles from Seaskinnish Creek"		2875 ft						55.21667	-128.93333					unknown																															W.H. Parker; Jack Maze	1975-01-01T00:00Z												Abies lasiocarpa (Hook.) Nutt.								Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies		lasiocarpa		SPECIES			ICBN				07fd0d79-4883-435f-bba1-58fef110cd13	CA	2016-04-17T15:20Z							GEODETIC_DATUM_ASSUMED_WGS84	STILLIMAGE	TRUE	FALSE	2685313	6	7707728	194	640	3925	2684876		2685313	Abies lasiocarpa	Abies		DWC_ARCHIVE	2016-02-15T18:10Z	2016-02-15T18:10Z
918953070									Abies lasiocarpa (UBC V229013)																	149225									en	http://creativecommons.org/publicdomain/zero/1.0/legalcode			2012-09-26T00:00Z			http://bridge.botany.ubc.ca/herbarium/details.php?db=vwsp.fmp12&layout=vwsp_web_details&recid=178053&ass_num=V229013					University of British Columbia							PhysicalObject			urn:lsid:biocol.org:col:15106	http://dataset.canadensys.net/ubc-vascular-specimens	University of British Columbia	UBC	University of British Columbia Herbarium (UBC) - Vascular Plants Collection	University of British Columbia	PRESERVED_SPECIMEN				149225	V229013	ADL	W.H. Parker; Jack Maze										mounted						"Tree, 20.8 inches DBH"						"Abies lasiocarpa by W.H. Parker, Jack Maze 1975"						1975-07-28T00:00Z				1975	7	28	1975 Jul 28	Growing in forest of Abies & Tsuga heterophylla														CA	British Columbia			"1 mile south of the Nass River Bridge, 0.25 miles east of Meziadin Lake-Hazelton Road on logging road"		1200 ft						56.05	-129.15					unknown																															W.H. Parker; Jack Maze	1975-01-01T00:00Z												Abies lasiocarpa (Hook.) Nutt.								Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies		lasiocarpa		SPECIES			ICBN				07fd0d79-4883-435f-bba1-58fef110cd13	CA	2016-04-17T15:20Z							GEODETIC_DATUM_ASSUMED_WGS84	STILLIMAGE	TRUE	FALSE	2685313	6	7707728	194	640	3925	2684876		2685313	Abies lasiocarpa	Abies		DWC_ARCHIVE	2016-02-15T18:10Z	2016-02-15T18:10Z
918953093									Abies lasiocarpa (UBC V229018)																	149232									en	http://creativecommons.org/publicdomain/zero/1.0/legalcode			2012-09-26T00:00Z			http://bridge.botany.ubc.ca/herbarium/details.php?db=vwsp.fmp12&layout=vwsp_web_details&recid=178060&ass_num=V229018					University of British Columbia							PhysicalObject			urn:lsid:biocol.org:col:15106	http://dataset.canadensys.net/ubc-vascular-specimens	University of British Columbia	UBC	University of British Columbia Herbarium (UBC) - Vascular Plants Collection	University of British Columbia	PRESERVED_SPECIMEN				149232	V229018	ADS	W.H. Parker; Jack Maze										mounted						"Tree, 29.5 inches DBH"						"Abies lasiocarpa by W.H. Parker, Jack Maze 1975"						1975-07-28T00:00Z				1975	7	28	1975 Jul 28	Growing in forest of Abies & Tsuga heterophylla														CA	British Columbia			"1 mile south of the Nass River Bridge, 0.45 miles east of Meziadin Lake-Hazelton Road on logging road"		1250 ft						56.05	-129.15					unknown																															W.H. Parker; Jack Maze	1975-01-01T00:00Z												Abies lasiocarpa (Hook.) Nutt.								Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies		lasiocarpa		SPECIES			ICBN				07fd0d79-4883-435f-bba1-58fef110cd13	CA	2016-04-17T15:20Z							GEODETIC_DATUM_ASSUMED_WGS84	STILLIMAGE	TRUE	FALSE	2685313	6	7707728	194	640	3925	2684876		2685313	Abies lasiocarpa	Abies		DWC_ARCHIVE	2016-02-15T18:10Z	2016-02-15T18:10Z
918953120									Abies lasiocarpa (UBC V299199)																	149269									en	http://creativecommons.org/publicdomain/zero/1.0/legalcode			2012-09-26T00:00Z			http://bridge.botany.ubc.ca/herbarium/details.php?db=vwsp.fmp12&layout=vwsp_web_details&recid=178097&ass_num=V299199					University of British Columbia							PhysicalObject			urn:lsid:biocol.org:col:15106	http://dataset.canadensys.net/ubc-vascular-specimens	University of British Columbia	UBC	University of British Columbia Herbarium (UBC) - Vascular Plants Collection	University of British Columbia	PRESERVED_SPECIMEN				149269	V299199	AFA	W.H. Parker; Jack Maze										mounted						"Tree, 14.6 inches DBH"						"Abies lasiocarpa by W.H. Parker, Jack Maze 1975"						1975-08-03T00:00Z				1975	8	3	1975 Aug 03	"Growing along river bottom with Picea. On the north facing slopes was a forest of Picea & Tsuga, on the south facing slope was much Betula with scattered fir."														CA	British Columbia			"1.9 miles east of Nass Junction-Cranberry Junction road, along road up Kiteen River"		900 ft						55.43333	-128.8					unknown																															W.H. Parker; Jack Maze	1975-01-01T00:00Z												Abies lasiocarpa (Hook.) Nutt.								Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies		lasiocarpa		SPECIES			ICBN				07fd0d79-4883-435f-bba1-58fef110cd13	CA	2016-04-17T15:20Z							GEODETIC_DATUM_ASSUMED_WGS84		TRUE	FALSE	2685313	6	7707728	194	640	3925	2684876		2685313	Abies lasiocarpa	Abies		DWC_ARCHIVE	2016-02-15T18:10Z	2016-02-15T18:10Z
918953179									Abies lasiocarpa (UBC V229365)																	149314									en	http://creativecommons.org/publicdomain/zero/1.0/legalcode			2012-02-21T00:00Z			http://bridge.botany.ubc.ca/herbarium/details.php?db=vwsp.fmp12&layout=vwsp_web_details&recid=178142&ass_num=V229365					University of British Columbia							PhysicalObject			urn:lsid:biocol.org:col:15106	http://dataset.canadensys.net/ubc-vascular-specimens	University of British Columbia	UBC	University of British Columbia Herbarium (UBC) - Vascular Plants Collection	University of British Columbia	PRESERVED_SPECIMEN				149314	V229365	AHI	W.H. Parker; Jack Maze										mounted						"9.4 inches DBH, ca. 45 ft high"						"Abies lasiocarpa by W.H. Parker, Jack Maze 1976"						1976-08-07T00:00Z				1976	8	7	1976 Aug 07	"Below alpline meadows-main trees P. contorta, Picea engelmannii, Larix occidentalis, occasional Pseudotsuga menziesii. Some Vaccinium, Cornus canadensis, Linnaea borealis, C. stolonifera, Alnus sp., Salix sp."														CA	British Columbia			"ca. 50 miles west of Castlegar, up Cayuse Creek drainage, 4.6 miles north of main road"		4240 ft																																											W.H. Parker; Jack Maze	1976-01-01T00:00Z												Abies lasiocarpa (Hook.) Nutt.								Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies		lasiocarpa		SPECIES			ICBN				07fd0d79-4883-435f-bba1-58fef110cd13	CA	2016-04-17T15:20Z									FALSE	FALSE	2685313	6	7707728	194	640	3925	2684876		2685313	Abies lasiocarpa	Abies		DWC_ARCHIVE	2016-02-15T18:10Z	2016-02-15T18:10Z
918953301									Abies lasiocarpa (UBC V229095)																	149442									en	http://creativecommons.org/publicdomain/zero/1.0/legalcode			2012-02-21T00:00Z			http://bridge.botany.ubc.ca/herbarium/details.php?db=vwsp.fmp12&layout=vwsp_web_details&recid=178270&ass_num=V229095					University of British Columbia							PhysicalObject			urn:lsid:biocol.org:col:15106	http://dataset.canadensys.net/ubc-vascular-specimens	University of British Columbia	UBC	University of British Columbia Herbarium (UBC) - Vascular Plants Collection	University of British Columbia	PRESERVED_SPECIMEN				149442	V229095	AOL	W.H. Parker; Jack Maze										mounted						"35-100 ft, DBH 12.8 inches. 9 rows stomata."						"Abies lasiocarpa by W.H. Parker, Jack Maze 1977"						1977-08-11T00:00Z				1977	8	11	1977 Aug 11	"Old growth virgin stand of Picea engelmannii and Abies lasiocarpa with occasional individuals of P. tremuloides in overstory. Substory-Abies, Alnus, Salix, Pop. trichocarpa. Understory-Petasites, Spiraea, Rosa, Smilacina, Rubus spectabilis, Picea engelmannii, Linnaea borealis, Pyrola, Goodyera, Vaccinium (2 spp.), Thalictrum, Cornus stolonifera, Viburnum, Cornus canadensis, Abies lasiocarpa, Ribes, Aralia, Erythronium."														CA	British Columbia			"5 miles west of turnoff from Highway 97 at McLeod Lake, Carp Lake Road west of McLeod Lake, at mile marker ""5"""		2500 ft																																											W.H. Parker; Jack Maze	1977-01-01T00:00Z												Abies lasiocarpa (Hook.) Nutt.								Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies		lasiocarpa		SPECIES			ICBN				07fd0d79-4883-435f-bba1-58fef110cd13	CA	2016-04-17T15:20Z								STILLIMAGE	FALSE	FALSE	2685313	6	7707728	194	640	3925	2684876		2685313	Abies lasiocarpa	Abies		DWC_ARCHIVE	2016-02-15T18:10Z	2016-02-15T18:10Z
1095887251																										S:VascularPlants:S-A-3108													2015-04-11T12:04Z															PhysicalObject		urn:lsid:biocol.org:col:15668			S	VascularPlants			PRESERVED_SPECIMEN				S:VascularPlants:S-A-3108	S-A-3108		R. Florin								MANAGED		in alcohol						cult. - branch with male cones						Abies arizonica						1927-01-01T00:00Z				1927	1	1																				Bergius Garden	Bergius Garden																																																									Abies lasiocarpa var. arizonica (Merriam) Lemmon							Plantae;Pinophyta;Pinales;Pinaceae;Abies	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies		lasiocarpa	arizonica	VARIETY							0943f690-fde5-11dd-83f4-b8a03c50a862	SE	2016-04-17T17:31Z									FALSE	FALSE	2685374	6	7707728	194	640	3925	2684876		2685313	Abies lasiocarpa	Abies		DWC_ARCHIVE	2016-01-07T13:26Z	2016-01-07T13:26Z
1095965359																										S:VascularPlants:S-C-5113													2015-04-11T12:06Z															PhysicalObject		urn:lsid:biocol.org:col:15668			S	VascularPlants			PRESERVED_SPECIMEN				S:VascularPlants:S-C-5113	S-C-5113	5526	J. P. Anderson										dried on sheet																	5526	1939-06-30T00:00Z				1939	6	30	30-Jun-39										North America; United States (excl. Hawaii); Alaska	NORTH_AMERICA				US	Alaska			"Alaska, Hyder"	"Alaska, Hyder"																																																									Abies lasiocarpa (Hook.) Nutt.							Plantae;Pinophyta;Pinales;Pinaceae;Abies	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies		lasiocarpa		SPECIES							0943f690-fde5-11dd-83f4-b8a03c50a862	SE	2016-04-17T17:31Z									FALSE	FALSE	2685313	6	7707728	194	640	3925	2684876		2685313	Abies lasiocarpa	Abies		DWC_ARCHIVE	2016-01-07T13:26Z	2016-01-07T13:26Z
1095965375																										S:VascularPlants:S-C-5105													2015-04-11T12:06Z															PhysicalObject		urn:lsid:biocol.org:col:15668			S	VascularPlants			PRESERVED_SPECIMEN				S:VascularPlants:S-C-5105	S-C-5105	12966	"Calder, Savile & Ferguson"										dried on sheet																	12966	1954-07-13T00:00Z				1954	7	13	13-Jul-54										North America; Canada; British Columbia	NORTH_AMERICA				CA	British Columbia			"Canada, British Columbia, Hudson Bay Mtn, above Sylvan Mine, 9 miles W of Smithers"	"Canada, British Columbia, Hudson Bay Mtn, above Sylvan Mine, 9 miles W of Smithers"																																																									Abies lasiocarpa (Hook.) Nutt.							Plantae;Pinophyta;Pinales;Pinaceae;Abies	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies		lasiocarpa		SPECIES							0943f690-fde5-11dd-83f4-b8a03c50a862	SE	2016-04-17T17:31Z									FALSE	FALSE	2685313	6	7707728	194	640	3925	2684876		2685313	Abies lasiocarpa	Abies		DWC_ARCHIVE	2016-01-07T13:26Z	2016-01-07T13:26Z
898484036																										10-31137																				"These data are made available by NatureServe with permission of the relevant natural heritage programs and conservation data centers (http://www.natureserve.org/visitLocal/index.jsp), and use of these data is governed by the terms of NatureServe's data sharing agreements with these independent data custodians. These data are available for non-commercial conservation, educational, and research use, but may not be repackaged or redistributed in any form without written permission. Appropriate acknowledgment of NatureServe and its natural heritage program members should be made in any reports or other products derived from these data. NatureServe makes no warranty as to the currency, completeness, or accuracy of these data, and shall have no liability or responsibility to the data users, or any other person or entity with respect to any liability, loss, or damage caused or alleged to be caused directly or indirectly by the dataset."	NatureServe												NTSRV	CA-NHP	NatureServe Network Species Occurrence Data		PRESERVED_SPECIMEN					10-31137																													1	1986-07-18T00:00Z				1986	7	18								http://www.natureserve.org/explorer/servlet/NatureServe?searchSpeciesUid=ELEMENT_GLOBAL.2.134599				NORTH_AMERICA				US	California			"Siskiyou, Trinity"																																																			181832							Abies lasiocarpa var. lasiocarpa								Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies		lasiocarpa	lasiocarpa	VARIETY							7fd12114-9010-4c13-8f46-990fe04ca882	US	2016-04-17T16:22Z									FALSE	FALSE	2685363	6	7707728	194	640	3925	2684876		2685313	Abies lasiocarpa	Abies		DWC_ARCHIVE	2015-05-19T14:18Z	2015-05-19T14:18Z
