R	abstract	accessRights	accrualMethod	accrualPeriodicity	accrualPolicy	alternative	audience	available	bibliographicCitation	conformsTo	contributor	coverage	created	creator	date	dateAccepted	dateCopyrighted	dateSubmitted	description	educationLevel	extent	format	hasFormat	hasPart	hasVersion	identifier	instructionalMethod	isFormatOf	isPartOf	isReferencedBy	isReplacedBy	isRequiredBy	isVersionOf	issued	language	license	mediator	medium	modified	provenance	publisher	references	relation	replaces	requires	rights	rightsHolder	source	spatial	subject	tableOfContents	temporal	title	type	valid	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	behavior	establishmentMeans	occurrenceStatus	preparations	disposition	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOccurrences	associatedOrganisms	previousIdentifications	organismRemarks	materialSampleID	eventID	parentEventID	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	samplingEffort	sampleSizeValue	sampleSizeUnit	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	countryCode	stateProvince	county	municipality	locality	verbatimLocality	verbatimElevation	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceVerificationStatus	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	identificationQualifier	typeStatus	identifiedBy	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	family	genus	subgenus	specificEpithet	infraspecificEpithet	taxonRank	verbatimTaxonRank	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks	datasetKey	publishingCountry	lastInterpreted	elevation	elevationAccuracy	depth	depthAccuracy	distanceAboveSurface	distanceAboveSurfaceAccuracy	issue	mediaType	hasCoordinate	hasGeospatialIssues	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	subgenusKey	speciesKey	species	genericName	typifiedName	protocol	lastParsed	lastCrawled
466324839																																																											University of British Columbia	UBC			PRESERVED_SPECIMEN					V229034		"W.H. Parker, Jack Maze"																												1977-08-09T00:00Z				1977	8	9																CA	British Columbia			"southwest of Dawson Creek, 8.4 miles south of Highway 97 on road to Fellers Heights & Upper Cutbank, turn to west on Puggins Mountain Logging Road, 22.6 miles south"																																													"W.H. Parker, Jack Maze"													Abies lasiocarpa (Hook.) Nutt.								Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies		lasiocarpa		SPECIES							07fd0d79-4883-435f-bba1-58fef110cd13	CA	2016-04-17T15:20Z									FALSE	FALSE	2685313	6	7707728	194	640	3925	2684876		2685313	Abies lasiocarpa	Abies		DWC_ARCHIVE		2013-09-07T09:19Z
466324845																																																											University of British Columbia	UBC			PRESERVED_SPECIMEN					V229148		"W.H. Parker, Jack Maze"																												1977-08-09T00:00Z				1977	8	9																CA	British Columbia			"southwest of Dawson Creek, 8.4 miles south of Highway 97 on road to Fellers Heights & Upper Cutbank, turn to west on Puggins Mountain Logging Road, 10 miles from Upper Cutbank junction"																																													"W.H. Parker, Jack Maze"													Abies lasiocarpa (Hook.) Nutt.								Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies		lasiocarpa		SPECIES							07fd0d79-4883-435f-bba1-58fef110cd13	CA	2016-04-17T15:20Z									FALSE	FALSE	2685313	6	7707728	194	640	3925	2684876		2685313	Abies lasiocarpa	Abies		DWC_ARCHIVE		2013-09-07T09:19Z
125531903																																																											UCMC	COLO			PRESERVED_SPECIMEN					180313		Joan Michener																												1961-08-28T00:00Z				1961	8	28												NORTH_AMERICA				US	Colorado	San Juan		"San Juan National Forest: No-name Basin, Animas River drainage ca. 18 mi. S.E. of Silverton."								37.63333	-107.61667																																																	Abies arizonica Merriam								Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies		arizonica		SPECIES							86221faa-f762-11e1-a439-00145eb45e9a	US	2016-04-17T15:18Z							GEODETIC_DATUM_ASSUMED_WGS84		TRUE	FALSE	2685375	6	7707728	194	640	3925	2684876		2685313	Abies lasiocarpa	Abies		DIGIR_MANIS		2013-09-07T09:05Z
1258491085									http://www.tropicos.org/Specimen/1277882																	urn:catalog:MO:Tropicos:1277882										http://creativecommons.org/licenses/by/4.0/legalcode											Missouri Botanical Garden							PhysicalObject			http://biocol.org/urn:lsid:biocol.org:col:15859		MO	MO	Tropicos	MOBOT	PRESERVED_SPECIMEN				urn:catalog:MO:Tropicos:1277882	1277882	SUDWORTH s.n.	SUDWORTH																												1911-10-10T00:00Z				1911	10	10												NORTH_AMERICA				US	Colorado			Cochetopa National Forest																																																		24901717								Abies arizonica Merriam								Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies		arizonica		SPECIES			ICNafp		No opinion		7bd65a7a-f762-11e1-a439-00145eb45e9a	US	2016-04-17T15:20Z									FALSE	FALSE	2685375	6	7707728	194	640	3925	2684876		2685313	Abies lasiocarpa	Abies		DWC_ARCHIVE	2016-03-21T15:45Z	2016-06-06T13:14Z
178038962																																																											B	Herbarium Berolinense			PRESERVED_SPECIMEN				http://herbarium.bgbm.org/object/B180011838	B 18 0011838		M. Cubr																												1992-08-21T00:00Z				1992	8	21																DE				Kultiviert im Botanischen Garten Berlin-Dahlem.																																																										Abies lasiocarpa (Hook.) Nutt.								Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies		lasiocarpa		SPECIES							85714c48-f762-11e1-a439-00145eb45e9a	DE	2016-04-17T15:18Z									FALSE	FALSE	2685313	6	7707728	194	640	3925	2684876		2685313	Abies lasiocarpa	Abies		BIOCASE	2015-11-25T22:32Z	2016-01-13T08:49Z
1137515593																										WAG.1737183																																	Naturalis	Botany			PRESERVED_SPECIMEN				http://data.biodiversitydata.nl/naturalis/specimen/WAG.1737183	WAG.1737183		Baenitz  CG																												1900-08-08T00:00Z				1900	8	8	1900-08-08															ZZ				Heimisch in Nordamerika.																																																										Abies lasiocarpa (Hook.) Nutt.							Plantae|Pinopsida|Pinales|Pinaceae	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies		lasiocarpa		SPECIES	species		ICN				15f819bd-6612-4447-854b-14d12ee1022d	NL	2016-04-17T15:54Z									FALSE	FALSE	2685313	6	7707728	194	640	3925	2684876		2685313	Abies lasiocarpa	Abies		DWC_ARCHIVE	2016-02-02T00:53Z	2016-05-25T22:11Z
1139156014																										U.1045509																																	Naturalis	Botany			PRESERVED_SPECIMEN				http://data.biodiversitydata.nl/naturalis/specimen/U.1045509	U.1045509		Steward  AN																												1954-05-22T00:00Z				1954	5	22	54-05-22															US				"Oregon. Linn County: Along Hwy. 20 about 1 mi. w. of jct Rt. 222; T.13S., R.7E,S. 1/2 Sec. 15."																																																										Abies lasiocarpa (Hook.) Nutt.							Plantae|Pinopsida|Pinales|Pinaceae	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies		lasiocarpa		SPECIES	species		ICN				15f819bd-6612-4447-854b-14d12ee1022d	NL	2016-04-17T15:54Z									FALSE	FALSE	2685313	6	7707728	194	640	3925	2684876		2685313	Abies lasiocarpa	Abies		DWC_ARCHIVE	2016-02-02T02:22Z	2016-05-25T22:18Z
51738530																																																											OSC	ORE			PRESERVED_SPECIMEN					ORE70109		Orlin L. Ireland																												1946-08-16T00:00Z				1946	8	16												NORTH_AMERICA				US	Oregon	Deschutes		Devils Garden Forest Camp; near Sparks Lake.								44.0311	-121.7519	804.67																																			"Liston, A."	1999-01-07T00:00Z												Abies lasiocarpa var. lasiocarpa								Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies		lasiocarpa	lasiocarpa	VARIETY							84aa5ee4-f762-11e1-a439-00145eb45e9a	US	2016-04-17T15:20Z	1659	0					GEODETIC_DATUM_ASSUMED_WGS84		TRUE	FALSE	2685363	6	7707728	194	640	3925	2684876		2685313	Abies lasiocarpa	Abies		DIGIR	2014-05-29T11:28Z	2015-07-16T12:24Z
51738538																																																											OSC	OSC			PRESERVED_SPECIMEN					OSC100088		S.C. Head																												1957-07-24T00:00Z				1957	7	24												NORTH_AMERICA				US	Oregon	Baker		near top of Krag Mountain.								45.0588	-117.2922	804.67																																			"Liston, A."	1999-01-07T00:00Z												Abies lasiocarpa var. lasiocarpa								Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies		lasiocarpa	lasiocarpa	VARIETY							84aa5ee4-f762-11e1-a439-00145eb45e9a	US	2016-04-17T15:20Z	2590.8	0					GEODETIC_DATUM_ASSUMED_WGS84		TRUE	FALSE	2685363	6	7707728	194	640	3925	2684876		2685313	Abies lasiocarpa	Abies		DIGIR	2014-05-29T11:28Z	2015-07-16T12:24Z
51738680																																																											OSC	OSC			PRESERVED_SPECIMEN					OSC126707		C.L. Hitchcock																												1966-05-25T00:00Z				1966	5	25												NORTH_AMERICA				US	Oregon	Grant		2 mi. N. of Indian Spring.								44.284	-118.6999	804.67																																			"Liston, A."	1999-01-07T00:00Z												Abies lasiocarpa var. lasiocarpa								Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies		lasiocarpa	lasiocarpa	VARIETY							84aa5ee4-f762-11e1-a439-00145eb45e9a	US	2016-04-17T15:20Z	2316.48	0					GEODETIC_DATUM_ASSUMED_WGS84		TRUE	FALSE	2685363	6	7707728	194	640	3925	2684876		2685313	Abies lasiocarpa	Abies		DIGIR	2014-05-29T11:28Z	2015-07-16T12:24Z
1141120747																										L.1181394																																	Naturalis	Botany			PRESERVED_SPECIMEN				http://data.biodiversitydata.nl/naturalis/specimen/L.1181394	L.1181394		Herb Acad Techn Delph-Bat																																																		US				"Van Alaska tot Oregon, Utah en N. Nieuw-mexico."																																																										Abies lasiocarpa (Hook.) Nutt.							Plantae|Pinopsida|Pinales|Pinaceae	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies		lasiocarpa		SPECIES	cv.		ICN				15f819bd-6612-4447-854b-14d12ee1022d	NL	2016-04-17T15:54Z									FALSE	FALSE	2685313	6	7707728	194	640	3925	2684876		2685313	Abies lasiocarpa	Abies		DWC_ARCHIVE	2015-10-19T01:27Z	2016-05-25T22:14Z
118614376																																																											ASU	ASUPlants			PRESERVED_SPECIMEN					177356		L. R. Landrum																												1990-07-27T00:00Z				1990	7	27																US	Arizona	Apache County		"About 8.6 miles. southeast on Hwy 273 from junction with Hwy 260, just southeast of junction with Apache Co. 1122."																																																										Abies bifolia A. Murray								Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies		bifolia		SPECIES							84c1fa90-f762-11e1-a439-00145eb45e9a	US	2016-04-17T15:20Z									FALSE	FALSE	2685368	6	7707728	194	640	3925	2684876		2685313	Abies lasiocarpa	Abies		DIGIR		2013-09-07T09:10Z
209939867																																																											UNM	Herb			PRESERVED_SPECIMEN					30806		B. Talley																												1961-01-15T00:00Z				1961	1	15												NORTH_AMERICA				US	New Mexico	Bernalillo		Collected on Sandia Crest road about 4 miles from top of crest.																																																										Abies lasiocarpa (Hook.) Nutt.								Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies		lasiocarpa		SPECIES							9587f32a-f762-11e1-a439-00145eb45e9a	US	2016-04-17T16:22Z									FALSE	FALSE	2685313	6	7707728	194	640	3925	2684876		2685313	Abies lasiocarpa	Abies		DIGIR_MANIS		2013-09-07T09:13Z
209939903																																																											UNM	Herb			PRESERVED_SPECIMEN					44165		A. Fleck																												1965-06-02T00:00Z				1965	6	2												NORTH_AMERICA				US	New Mexico	Rio Arriba		"Along South Poleo Creek, San Pedro Parks, Wilderness Area, San Pedro Mountains."																																																										Abies lasiocarpa var. arizonica (Merriam) Lemmon								Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies		lasiocarpa	arizonica	VARIETY							9587f32a-f762-11e1-a439-00145eb45e9a	US	2016-04-17T16:22Z									FALSE	FALSE	2685374	6	7707728	194	640	3925	2684876		2685313	Abies lasiocarpa	Abies		DIGIR_MANIS		2013-09-07T09:13Z
623643577		http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms																								0c29cf91-ba8b-11e3-8cfe-90b11c41863e									en											http://creativecommons.org/licenses/by/4.0/deed.en_US								PhysicalObject		http://grbio.org/cool/iakn-125z			KU	KANU	R. L. McGregor Herbarium Vascular Plants Collection		PRESERVED_SPECIMEN				0c29cf91-ba8b-11e3-8cfe-90b11c41863e	308013		James P Vanderhorst																											4079	1991-08-12T00:00Z				1991	8	12								Flat Tops/White River Plateau: Sleepy Cat Peak. Subalpine fir-Engelmann spruce forest.			"USA, Colorado, Rio Blanco"	NORTH_AMERICA				US	Colorado	Rio Blanco		"Meeker, 23 mi ENE"		10200-10500 ft																																											Craig C Freeman													Abies bifolia A. Murray								Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies		bifolia		SPECIES							95c938a8-f762-11e1-a439-00145eb45e9a	US	2016-04-17T16:08Z								STILLIMAGE	FALSE	FALSE	2685368	6	7707728	194	640	3925	2684876		2685313	Abies lasiocarpa	Abies		DWC_ARCHIVE	2016-02-04T04:58Z	2016-03-28T17:51Z
623643755		http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms																								04a35734-ba8b-11e3-8cfe-90b11c41863e									en											http://creativecommons.org/licenses/by/4.0/deed.en_US								PhysicalObject		http://grbio.org/cool/iakn-125z			KU	KANU	R. L. McGregor Herbarium Vascular Plants Collection		PRESERVED_SPECIMEN				04a35734-ba8b-11e3-8cfe-90b11c41863e	308990		Ronald L Hartman																											26140	1990-06-27T00:00Z				1990	6	27								Flat Tops/White River Plateau: Coulter Mesa Rd. Aspen woodlands and meadows.			"USA, Colorado, Garfield"	NORTH_AMERICA				US	Colorado	Garfield		"Rifle, ca 15 air mi NNE"		8500-8800 ft																																											Ronald L McGregor													Abies bifolia A. Murray								Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies		bifolia		SPECIES							95c938a8-f762-11e1-a439-00145eb45e9a	US	2016-04-17T16:08Z								STILLIMAGE	FALSE	FALSE	2685368	6	7707728	194	640	3925	2684876		2685313	Abies lasiocarpa	Abies		DWC_ARCHIVE	2016-02-04T04:57Z	2016-03-28T17:51Z
441678473																																																											UWBM	Plants			PRESERVED_SPECIMEN					6612		Sarah Gage																												2003-07-25T00:00Z				2003	7	25																US	Washington	Okanogan		"Okanogan National Forest.  Goat Peak Trail, about 1/4 mile north (below) peak/lookout, along trail.  Accuracy 23?."								48.63482	-120.40277																																				Ken Davis													Abies lasiocarpa (Hook.) Nutt.								Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies		lasiocarpa		SPECIES							8310f570-f762-11e1-a439-00145eb45e9a	US	2016-04-17T16:22Z	2070	0					COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84		TRUE	FALSE	2685313	6	7707728	194	640	3925	2684876		2685313	Abies lasiocarpa	Abies		DIGIR	2014-10-07T14:39Z	2014-10-07T14:39Z
441678570																																																											UWBM	Plants			PRESERVED_SPECIMEN					23925		Harold W. Smith																												1936-06-17T00:00Z				1936	6	17																US	Washington	Spokane		Mt. Spokane.								47.92111	-117.10167																																																	Abies lasiocarpa (Hook.) Nutt.								Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies		lasiocarpa		SPECIES							8310f570-f762-11e1-a439-00145eb45e9a	US	2016-04-17T16:22Z							COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84		TRUE	FALSE	2685313	6	7707728	194	640	3925	2684876		2685313	Abies lasiocarpa	Abies		DIGIR	2014-10-07T14:39Z	2014-10-07T14:39Z
441678784																																																											UWBM	Plants			PRESERVED_SPECIMEN					37998		J. William Thompson																												1934-06-30T00:00Z				1934	6	30																US	Washington	Okanogan		Below Big Craggy.								48.76328	-120.32716																																																	Abies lasiocarpa (Hook.) Nutt.								Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies		lasiocarpa		SPECIES							8310f570-f762-11e1-a439-00145eb45e9a	US	2016-04-17T16:22Z	915	0					GEODETIC_DATUM_ASSUMED_WGS84		TRUE	FALSE	2685313	6	7707728	194	640	3925	2684876		2685313	Abies lasiocarpa	Abies		DIGIR	2014-10-07T14:39Z	2014-10-07T14:39Z
441679292																																																											UWBM	Plants			PRESERVED_SPECIMEN					188421		Ben Legler																												2011-07-24T00:00Z				2011	7	24																US	Washington	Mason		Summit of an unnamed peak ca. 1.1 air miles east of Mt. Tebo.								47.47551	-123.38186																																				Ben Legler													Abies lasiocarpa (Hook.) Nutt.								Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies		lasiocarpa		SPECIES							8310f570-f762-11e1-a439-00145eb45e9a	US	2016-04-17T16:22Z	1365	0					COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84		TRUE	FALSE	2685313	6	7707728	194	640	3925	2684876		2685313	Abies lasiocarpa	Abies		DIGIR	2014-10-07T14:39Z	2014-10-07T14:39Z
888575447																										http://n2t.net/ark:/65665/30d168bd3-0472-4ca3-bd84-2791fbf773c4																				https://creativecommons.org/publicdomain/zero/1.0/								PhysicalObject					US	Botany			PRESERVED_SPECIMEN				http://n2t.net/ark:/65665/30d168bd3-0472-4ca3-bd84-2791fbf773c4	40120.10985	1117	S. Watson													Genbank:				40120													305	305	1868	10												"North America, United States, Utah"	NORTH_AMERICA				US	Utah																																																													Abies lasiocarpa (Hook.) Nutt.							"Plantae, Coniferales, Pinaceae"	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies		lasiocarpa		SPECIES							5df38344-b821-49c2-8174-cf0f29f4df0d	US	2016-04-28T04:46Z	2134								FALSE	FALSE	2685313	6	7707728	194	640	3925	2684876		2685313	Abies lasiocarpa	Abies		DWC_ARCHIVE	2016-04-27T22:09Z	2016-04-27T22:09Z
918953066									Abies lasiocarpa (UBC V229097)																	149217									en	http://creativecommons.org/publicdomain/zero/1.0/legalcode			2012-09-26T00:00Z			http://bridge.botany.ubc.ca/herbarium/details.php?db=vwsp.fmp12&layout=vwsp_web_details&recid=178045&ass_num=V229097					University of British Columbia							PhysicalObject			urn:lsid:biocol.org:col:15106	http://dataset.canadensys.net/ubc-vascular-specimens	University of British Columbia	UBC	University of British Columbia Herbarium (UBC) - Vascular Plants Collection	University of British Columbia	PRESERVED_SPECIMEN				149217	V229097	ADF	W.H. Parker; Jack Maze										mounted						"Tree, 10.8 inches DBH"						"Abies lasiocarpa by W.H. Parker, Jack Maze 1975"						1975-07-27T00:00Z				1975	7	27	1975 Jul 27	"Growing in forest of Abies, Picea & some Tsuga with Abies & Picea by far the most common. Understory includes Oplopanax (in wetter sites), Cornus canadensis, Vaccinium."														CA	British Columbia			"21.8 miles from the Hazelton-Meziadin Lake Highway on road to Fred Wright Lake, 0.6 miles north of Bonney Lake"		2600 ft						55.95	-128.8					unknown																															W.H. Parker; Jack Maze	1975-01-01T00:00Z												Abies lasiocarpa (Hook.) Nutt.								Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies		lasiocarpa		SPECIES			ICBN				07fd0d79-4883-435f-bba1-58fef110cd13	CA	2016-04-17T15:20Z							GEODETIC_DATUM_ASSUMED_WGS84	STILLIMAGE	TRUE	FALSE	2685313	6	7707728	194	640	3925	2684876		2685313	Abies lasiocarpa	Abies		DWC_ARCHIVE	2016-02-15T18:10Z	2016-02-15T18:10Z
918953095									Abies lasiocarpa (UBC V229512)																	149250									en	http://creativecommons.org/publicdomain/zero/1.0/legalcode			2012-09-26T00:00Z			http://bridge.botany.ubc.ca/herbarium/details.php?db=vwsp.fmp12&layout=vwsp_web_details&recid=178078&ass_num=V229512					University of British Columbia							PhysicalObject			urn:lsid:biocol.org:col:15106	http://dataset.canadensys.net/ubc-vascular-specimens	University of British Columbia	UBC	University of British Columbia Herbarium (UBC) - Vascular Plants Collection	University of British Columbia	PRESERVED_SPECIMEN				149250	V229512	AEJ	W.H. Parker; Jack Maze										mounted						"Tree, 15.1 inches DBH"						"Abies lasiocarpa by W.H. Parker, Jack Maze 1975"						1975-08-01T00:00Z				1975	8	1	1975 Aug 01	Growing in forest of Abies lasiocarpa & Tsuga heterophylla with understory dominated by Vaccinium. Very little Oplopanax was seen.														CA	British Columbia			"2.8 miles north of southern crossing of Bell-Irving River, along a short side road heading east from Stewart-Cassiar Highway"		1400 ft						56.3	-129.28333					unknown																															W.H. Parker; Jack Maze	1975-01-01T00:00Z												Abies lasiocarpa (Hook.) Nutt.								Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies		lasiocarpa		SPECIES			ICBN				07fd0d79-4883-435f-bba1-58fef110cd13	CA	2016-04-17T15:20Z							GEODETIC_DATUM_ASSUMED_WGS84	STILLIMAGE	TRUE	FALSE	2685313	6	7707728	194	640	3925	2684876		2685313	Abies lasiocarpa	Abies		DWC_ARCHIVE	2016-02-15T18:10Z	2016-02-15T18:10Z
918953117									Abies lasiocarpa (UBC V229082)																	149252									en	http://creativecommons.org/publicdomain/zero/1.0/legalcode			2013-03-11T00:00Z			http://bridge.botany.ubc.ca/herbarium/details.php?db=vwsp.fmp12&layout=vwsp_web_details&recid=178080&ass_num=V229082					University of British Columbia							PhysicalObject			urn:lsid:biocol.org:col:15106	http://dataset.canadensys.net/ubc-vascular-specimens	University of British Columbia	UBC	University of British Columbia Herbarium (UBC) - Vascular Plants Collection	University of British Columbia	PRESERVED_SPECIMEN				149252	V229082	AEL	W.H. Parker; Jack Maze										mounted						"Tree, 18.7 inches DBH"						"Abies lasiocarpa by W.H. Parker, Jack Maze 1975"						1975-08-01T00:00Z				1975	8	1	1975 Aug 01	Growing in forest of Abies lasiocarpa & Tsuga heterophylla with understory dominated by Vaccinium. Very little Oplopanax was seen.														CA	British Columbia			"2.8 miles north of southern crossing of Bell-Irving River, along a short side road heading east from Stewart-Cassiar Highway"		1400 ft						56.3	-129.28333					unknown																															W.H. Parker; Jack Maze	1975-01-01T00:00Z												Abies lasiocarpa (Hook.) Nutt.								Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies		lasiocarpa		SPECIES			ICBN				07fd0d79-4883-435f-bba1-58fef110cd13	CA	2016-04-17T15:20Z							GEODETIC_DATUM_ASSUMED_WGS84	STILLIMAGE	TRUE	FALSE	2685313	6	7707728	194	640	3925	2684876		2685313	Abies lasiocarpa	Abies		DWC_ARCHIVE	2016-02-15T18:10Z	2016-02-15T18:10Z
918953278									Abies lasiocarpa (UBC V229030)																	149413									en	http://creativecommons.org/publicdomain/zero/1.0/legalcode			2012-02-21T00:00Z			http://bridge.botany.ubc.ca/herbarium/details.php?db=vwsp.fmp12&layout=vwsp_web_details&recid=178241&ass_num=V229030					University of British Columbia							PhysicalObject			urn:lsid:biocol.org:col:15106	http://dataset.canadensys.net/ubc-vascular-specimens	University of British Columbia	UBC	University of British Columbia Herbarium (UBC) - Vascular Plants Collection	University of British Columbia	PRESERVED_SPECIMEN				149413	V229030	ANI	W.H. Parker; Jack Maze										mounted						"DBH 14.2 inches. 8, 8, 8 rows stomata."						"Abies lasiocarpa by W.H. Parker, Jack Maze 1977"						1977-08-07T00:00Z				1977	8	7	1977 Aug 07	"Dominants-A. lasiocarpa, Picea glauca, Picea mariana, Pinus contorta, Populus trichocarpa; P. tremuloides is a substory. Understory is more open & park-like-Rosa, Smilacina, Cornus stolonifera, Cornus canadensis, Rubus, Petasites, Galium, Lathyrus, Aralia, Spiraea."														CA	Alberta			"Pinto Creek, on road to Kakwa falls from Grand Prairie, ca. 34 miles southwest Grovedale junction, on edges of mining or oil exploration ""cat-track"" road"		2760 ft																																											W.H. Parker; Jack Maze	1977-01-01T00:00Z												Abies lasiocarpa (Hook.) Nutt.								Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies		lasiocarpa		SPECIES			ICBN				07fd0d79-4883-435f-bba1-58fef110cd13	CA	2016-04-17T15:20Z								STILLIMAGE	FALSE	FALSE	2685313	6	7707728	194	640	3925	2684876		2685313	Abies lasiocarpa	Abies		DWC_ARCHIVE	2016-02-15T18:10Z	2016-02-15T18:10Z
918953280									Abies lasiocarpa (UBC V229035)																	149417									en	http://creativecommons.org/publicdomain/zero/1.0/legalcode			2012-02-21T00:00Z			http://bridge.botany.ubc.ca/herbarium/details.php?db=vwsp.fmp12&layout=vwsp_web_details&recid=178245&ass_num=V229035					University of British Columbia							PhysicalObject			urn:lsid:biocol.org:col:15106	http://dataset.canadensys.net/ubc-vascular-specimens	University of British Columbia	UBC	University of British Columbia Herbarium (UBC) - Vascular Plants Collection	University of British Columbia	PRESERVED_SPECIMEN				149417	V229035	ANM	W.H. Parker; Jack Maze										mounted						"Vigorous vegetative growth. 20-40 ft, DBH 6.4 inches. 12 rows stomata."						"Abies lasiocarpa by W.H. Parker, Jack Maze 1977"						1977-08-09T00:00Z				1977	8	9	1977 Aug 09	"This is a logged or burned stand of generally young trees of Abies lasiocarpa with the odd Picea glauca & Pinus contorta. By far the dominant component is Populus tremuloides, with some Alnus, P. trichocarpa and Salix as well forming shrubby understory. Understory-Picea glauca, Castilleja, Rubus, Fragaria, Cornus canadensis, Linnaea borealis, Lycopodium, Viburnum, Petasites, Smilacina, Pyrola, Equisetum, Sorbus."														CA	British Columbia			"southwest of Dawson Creek, 8.4 miles south of Highway 97 on road to Fellers Heights & Upper Cutbank, turn to west on Puggins Mountain Logging Road, 22.6 miles south"		3300 ft																																											W.H. Parker; Jack Maze	1977-01-01T00:00Z												Abies lasiocarpa (Hook.) Nutt.								Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Abies		lasiocarpa		SPECIES			ICBN				07fd0d79-4883-435f-bba1-58fef110cd13	CA	2016-04-17T15:20Z								STILLIMAGE	FALSE	FALSE	2685313	6	7707728	194	640	3925	2684876		2685313	Abies lasiocarpa	Abies		DWC_ARCHIVE	2016-02-15T18:10Z	2016-02-15T18:10Z
