gbifID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	occurrenceID	catalogNumber	recordNumber	recordedBy	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	fieldNotes	islandGroup	island	countryCode	stateProvince	county	municipality	locality	verbatimLocality	verbatimElevation	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	identifiedBy	scientificName
441693297	UWBM	Plants	NA	NA	PRESERVED_SPECIMEN	NA	NA	120439	NA	A. R. Kruckeberg	1975-04-10T00:00Z	NA	NA	NA	1975	4	10	NA	NA	NA	NA	NA	NA	US	Washington	Kitsap	NA	"0.3 miles east of Coulter Creek, about 1 mile west of Lake Flora-Dickinson Road.  McCormick Tree Farm land."	NA	NA	NA	NA	NA	NA	NA	47.42975	-122.80082	NA	Arctostaphylos uva-ursi (L.) Spreng.
415984439	UConn	CONN	NA	NA	PRESERVED_SPECIMEN	NA	NA	CONN00108997	NA	"Mehrhoff, Leslie John;"	1991-06-13T00:00Z	NA	NA	NA	1991	6	13	13-Jun-91	Sandy roadside in managed Jack Pine forest	NA	NA	NA	NA	US	Michigan	Oscoda County	Mio	Mio	Mio Warbler Road South of rt. 604	1020 FT	NA	NA	NA	seconds added from gazetteer	NA	44.65222	-84.12972	NA	Arctostaphylos uva-ursi (L.) Spreng.
174475211	UNM	Herb	NA	NA	PRESERVED_SPECIMEN	NA	NA	34942	NA	J.E. King	1963-05-17T00:00Z	NA	NA	NA	1963	5	17	NA	NA	NA	NA	NA	NA	US	New Mexico	Santa Fe	NA	Sangre de Cristo Mountains.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Arctostaphylos uva-ursi (L.) Spreng.
174475241	UNM	Herb	NA	NA	PRESERVED_SPECIMEN	NA	NA	50808	NA	C. Robertson	1965-06-25T00:00Z	NA	NA	NA	1965	6	25	NA	NA	NA	NA	NA	NA	US	New Mexico	Sandoval	NA	Upper Bland Canyon.	NA	NA	NA	NA	NA	NA	NA	35.76141	-106.4705	H.A. MacKay	Arctostaphylos uva-ursi (L.) Spreng.
174475337	UNM	Herb	NA	NA	PRESERVED_SPECIMEN	NA	NA	111123	NA	A. Browder	2004-07-02T00:00Z	NA	NA	NA	2004	7	2	NA	NA	NA	NA	NA	NA	US	New Mexico	Los Alamos	NA	Bandelier National Monument.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Arctostaphylos uva-ursi (L.) Spreng.
174809810	Herbarium	ARIZ	NA	NA	PRESERVED_SPECIMEN	NA	NA	dbsn175741	NA	"C.T. Mason, Jr."	NA	NA	NA	NA	1964	6	NA	NA	NA	NA	NA	NA	NA	US	Arizona	Apache County	NA	"Hillside under aspen along stream flowing southwest from Aspen Spring, Lukachukai Mountains. ."	NA	NA	NA	NA	NA	NA	NA	36.4844	-109.2037	NA	Arctostaphylos uva-ursi (L.) Spreng.
176878303	KU	KANU	R. L. McGregor Herbarium Vascular Plants Collection	NA	PRESERVED_SPECIMEN	NA	0bcbab84-ba8b-11e3-8cfe-90b11c41863e	281137	NA	Steve Stephens	1969-09-11T00:00Z	NA	NA	NA	1969	9	11	NA	NA	NA	NA	NA	NA	US	North Dakota	Cavalier	NA	"Olga, 2 mi S, 1 mi W"	NA	NA	NA	NA	NA	NA	NA	48.76938	-98.05984	Steve Stephens	Arctostaphylos uva-ursi (L.) Spreng.
164279593	UCBG	Californian	NA	NA	FOSSIL_SPECIMEN	NA	NA	53.1088	NA	Edmunds Native Plant Nursery	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	US	California	Humboldt	NA	North America	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Arctostaphylos uva-ursi subsp. coactilis (Fern. & J.F. Macbr.) L̦ve, L̦ve & Kapoor"
1041153241	UAM	Plant specimens (ALA)	NA	NA	PRESERVED_SPECIMEN	NA	urn:occurrence:Arctos:UAM:Herb:139128:1846303	139128	NA	Collector(s): Stacy Studebaker	2007-06-30T00:00Z	NA	NA	181	2007	6	30	30-Jun-07	"lowlands and ultramafic ridges, on talus and scree, with Dryas sp. and Empetrum nigrum, uncommon"	NA	NA	NA	NA	US	Alaska	NA	NA	"Kodiak Archipelago, Kodiak I., NW of Anvil Lake, SW portion of island, valley and ridges S of VABM Ridge and NNW of Anvil Lake"	"Kodiak Archipelago, Kodiak I., NW of Anvil Lake, SW portion of island, valley and ridges S of VABM Ridge and NNW of Anvil Lake"	NA	NA	NA	NA	unknown	NA	57.35	-154.63333	unknown	Arctostaphylos uva-ursi (L.) Spreng.
1041256733	UAM	Plant specimens (ALA)	NA	NA	PRESERVED_SPECIMEN	NA	urn:occurrence:Arctos:UAM:Herb:4380:734238	4380	NA	Collector(s): Stephen S. Talbot	1990-08-06T00:00Z	NA	NA	218	1990	8	6	90-08-06	Dry Rhododendron camtschaticum -  Vaccinium vitis-idaea heath; upper mountain slope; slope 30?; aspect 150?	NA	NA	NA	NA	US	Alaska	NA	NA	"Kodiak I., Spiridon Pen., Chief Cove, T29S R29W S24"	"Kodiak I., Spiridon Pen., Chief Cove, T29S R29W S24"	NA	NA	NA	NA	Alan R. Batten	NA	57.72	-153.9	Carolyn L. Parker	Arctostaphylos uva-ursi (L.) Spreng.
1041286090	UAM	Plant specimens (ALA)	NA	NA	PRESERVED_SPECIMEN	NA	urn:occurrence:Arctos:UAM:Herb:70881:1155701	70881	NA	"Collector(s): Hugh Miller Raup, Lucy G. Raup"	1944-08-10T00:00Z	NA	NA	223	1944	8	10	44-08-10	dry woods on high ridge	NA	NA	NA	NA	US	Alaska	NA	NA	Mi 1380-1384 Alaska Hwy.	Mi 1380-1384 Alaska Hwy.	NA	NA	NA	NA	Alan R. Batten	NA	63.7	-144.61	unknown	Arctostaphylos uva-ursi (L.) Spreng.
1041303672	UAM	Plant specimens (ALA)	NA	NA	PRESERVED_SPECIMEN	NA	urn:occurrence:Arctos:UAM:Herb:86806:1372111	86806	NA	Collector(s): Heather McIntyre	1981-05-11T00:00Z	NA	NA	131	1981	5	11	81-05-11	"cleared 15-18 years ago, s-facing slope"	NA	NA	NA	NA	US	Alaska	NA	NA	"Yukon-Tanana Uplands, Fairbanks, Mile 7 Chena Ridge Road"	"Yukon-Tanana Uplands, Fairbanks, Mile 7 Chena Ridge Road"	NA	NA	NA	NA	Alan R. Batten	NA	64.8	-148	unknown	Arctostaphylos uva-ursi (L.) Spreng.
1041332339	KHD	vascular plants	NA	NA	PRESERVED_SPECIMEN	NA	urn:uuid:3f9c73fd-dfd3-4016-afb2-f8bab0512e2e	KHD00043146	CO932-242	"L. Ferrari; T. Olson & D. DelleChiaie, Colorado State Office, BLM"	2010-09-03T00:00Z	NA	246	NA	2010	9	3	NA	Ponderosa pine.	NA	NA	NA	NA	US	Colorado	El Paso County	NA	"Black Forest Regional Park, from I-70 W (4.1 mi), take exit 260 to merge onto CO-470 E toward Colorado Springs (26.3 mi), take the exit onto I-25 S toward Colo Springs (41.4 mi), take exit 153 for INTERQUEST Pkwy (2.7 mi), continue onto CO-83 N (0.9 mi), turn right at Shoup Rd (2.2 mi), turn left at MIlam Rd (0.2 mi), turn right into park and take first left, follow to first parking lot/trailhead on left."	NA	7314 ft	NA	NA	NA	NA	NA	39.01803	-104.73714	NA	Arctostaphylos uva-ursi (L.) Spreng.
1041355728	KHD	vascular plants	NA	NA	PRESERVED_SPECIMEN	NA	urn:uuid:f207789a-2a09-4bab-b374-12228a9dbc70	KHD00030592	100	Berta Anderson	1970-06-02T00:00Z	NA	153	NA	1970	6	2	NA	NA	NA	NA	NA	NA	US	Colorado	Larimer County	NA	Rocky Mountain National Park; Gem Lake Trail.	NA	NA	NA	NA	NA	NA	NA	40.40075	-105.50953	NA	Arctostaphylos uva-ursi (L.) Spreng.
1041358352	KHD	vascular plants	NA	NA	PRESERVED_SPECIMEN	NA	urn:uuid:3351c272-a78f-412b-8728-e21a34d8c178	KHD00030603	3702	Alvah C. Armstrong	1975-06-15T00:00Z	NA	166	NA	1975	6	15	NA	NA	NA	NA	NA	NA	US	Colorado	Park County	NA	Beaver Ridge	NA	NA	NA	NA	NA	NA	NA	39.33372	-106.03753	NA	Arctostaphylos uva-ursi (L.) Spreng.
1020961233	CAS	VascularPlants	NA	NA	PRESERVED_SPECIMEN	NA	NA	CAS645877	4071	"Jacob Sigg, Elizabeth McClintock, Walter Knight, Irja Knight"	1981-02-25T00:00Z	NA	NA	NA	1981	2	25	25-Feb-81	NA	NA	NA	NA	NA	US	California	Humboldt	NA	Humboldt County	NA	NA	NA	NA	NA	NA	NA	40.7172	-123.8982	NA	Arctostaphylos uva-ursi (L.) Spreng.
1021272996	HSC	VascularPlants	NA	NA	PRESERVED_SPECIMEN	NA	NA	HSC7733	1133	H. P. Chandler	NA	NA	NA	NA	NA	NA	NA	May 1901	NA	NA	NA	NA	NA	US	California	Humboldt	NA	Humboldt Bay	NA	3 m	NA	NA	NA	NA	NA	40.7579	-124.1915	NA	Arctostaphylos uva-ursi (L.) Spreng.
1021317159	UC	VascularPlants	NA	NA	PRESERVED_SPECIMEN	NA	NA	UC1073330	380	George B. Rossbach	1955-06-10T00:00Z	NA	NA	NA	1955	6	10	Jun 10 1955	NA	NA	NA	NA	NA	US	California	Humboldt	NA	sandy point off Eureka; Fairhaven	NA	NA	NA	NA	NA	NA	NA	40.7883	-124.2076	NA	Arctostaphylos uva-ursi (L.) Spreng.
1021392980	DS	VascularPlants	NA	NA	PRESERVED_SPECIMEN	NA	NA	DS247272	7027	Elmer I. Applegate	1932-03-19T00:00Z	NA	NA	NA	1932	3	19	19-Mar-32	NA	NA	NA	NA	NA	US	California	Mendocino	NA	6 mi. s. of Point Arena.	NA	NA	NA	NA	NA	NA	NA	38.8413	-123.6342	NA	Arctostaphylos uva-ursi (L.) Spreng.
1021642467	UC	VascularPlants	NA	NA	PRESERVED_SPECIMEN	NA	NA	UC571208	2653	Herbert L. Mason	1926-02-21T00:00Z	NA	NA	NA	1926	2	21	Feb 21 1926	NA	NA	NA	NA	NA	US	California	Marin	NA	near summit of road from Inverness to Point Reyes Light	NA	NA	NA	NA	NA	NA	NA	38.07532016	-122.9639642	NA	Arctostaphylos uva-ursi (L.) Spreng.
1021644849	DS	VascularPlants	NA	NA	PRESERVED_SPECIMEN	NA	NA	DS161800	3306	Doris K. Kildale	1927-09-09T00:00Z	NA	NA	NA	1927	9	9	"Sept. 9, 1927"	NA	NA	NA	NA	NA	US	California	Humboldt	NA	Big Lagoon	NA	NA	NA	NA	NA	NA	NA	41.183	-124.1065	NA	Arctostaphylos uva-ursi (L.) Spreng.
1021716736	CAS	VascularPlants	NA	NA	PRESERVED_SPECIMEN	NA	NA	CAS644221	4040	"Walter Knight, Irja Knight, Elizabeth McClintock, Jacob Sigg"	1981-03-25T00:00Z	NA	NA	NA	1981	3	25	25-Mar-81	NA	NA	NA	NA	NA	US	California	Monterey	NA	"Above Sand Creek, w. of Greenfield along highway G16."	NA	NA	NA	NA	NA	NA	NA	36.2635	-121.4313	NA	Arctostaphylos uva-ursi (L.) Spreng.
1261097980	MO	MO	Tropicos	MOBOT	PRESERVED_SPECIMEN	NA	urn:catalog:MO:Tropicos:398360	398360	Stein 1939	Bruce A. Stein	1984-08-18T00:00Z	NA	NA	NA	1984	8	18	NA	NA	NA	NA	NA	NA	US	Colorado	Larimer	NA	"east slope of Lily Mountain, ca. 5 miles south of Estes Park off Hwy 7. Elev. 8800 ft. Open Pinus ponderosa and P. contorta woodland on decomposed granite soil and large granite outcrops."	NA	NA	NA	NA	NA	NA	NA	NA	NA	B. A. Stein	Arctostaphylos uva-ursi (L.) Spreng.
185832199	CS	Herbarium	NA	NA	PRESERVED_SPECIMEN	NA	NA	175283	NA	P Douglas 920	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	US	Colorado	Conejos County	NA	",along Conejos River 1 mi E of McIntyre Peak, 2.2 mi SW of Dry Lake"	NA	NA	NA	NA	NA	NA	NA	37.1137	-106.3328	NA	Arctostaphylos uva-ursi (L.) Spreng.
1041144684	UAM	Plant specimens (ALA)	NA	NA	PRESERVED_SPECIMEN	NA	urn:occurrence:Arctos:UAM:Herb:131004:1604696	131004	NA	"Collector(s): Andrei Pavlovich Khokhryakov, Boris A. Yurtsev, David F. Murray"	1981-07-16T00:00Z	NA	NA	197	1981	7	16	16-Jul-81	NA	NA	NA	NA	NA	US	Alaska	NA	NA	"Mi 116 Dalton Hwy., Arctic Circle Campground"	"Mi 116 Dalton Hwy., Arctic Circle Campground"	NA	NA	NA	NA	unknown	NA	66.54957179	-150.8026386	unknown	Arctostaphylos uva-ursi (L.) Spreng.
1041152420	UAM	Plant specimens (ALA)	NA	NA	PRESERVED_SPECIMEN	NA	urn:occurrence:Arctos:UAM:Herb:138575:1210546	138575	NA	Collector(s): Stanwyn G. Shetler	1957-07-29T00:00Z	NA	NA	210	1957	7	29	29-Jul-57	dry spruce woods near ridge summit	NA	NA	NA	NA	US	Alaska	NA	NA	"Small Lake, RIDGE E OF LAKE"	"Small Lake, RIDGE E OF LAKE"	NA	NA	NA	NA	unknown	NA	67.38304458	-143.8358861	unknown	Arctostaphylos uva-ursi (L.) Spreng.
1041254369	UAM	Plant specimens (ALA)	NA	NA	PRESERVED_SPECIMEN	NA	urn:occurrence:Arctos:UAM:Herb:41586:1184963	41586	NA	Collector(s): Wayne Robuck	1972-07-22T00:00Z	NA	NA	204	1972	7	22	72-07-22	with moss on exposed rock	NA	NA	NA	NA	US	Alaska	NA	NA	"Coast Mts., Hyder, slope above U.S. Customs"	"Coast Mts., Hyder, slope above U.S. Customs"	NA	NA	NA	NA	Alan R. Batten	NA	55.91	-130.13	unknown	Arctostaphylos uva-ursi (L.) Spreng.
1041269570	UAM	Plant specimens (ALA)	NA	NA	PRESERVED_SPECIMEN	NA	urn:occurrence:Arctos:UAM:Herb:55933:856163	55933	NA	Collector(s): David Klein	1970-06-01T00:00Z	NA	NA	152	1970	6	1	70-06-01	dry hillside	NA	NA	Aleutian Islands	NA	US	Alaska	NA	NA	"Aleutian Is., Umnak I."	"Aleutian Is., Umnak I."	NA	NA	NA	NA	Alan R. Batten	NA	53.25	-168.33	David F. Murray	Arctostaphylos uva-ursi (L.) Spreng.
1041280803	UAM	Plant specimens (ALA)	NA	NA	PRESERVED_SPECIMEN	NA	urn:occurrence:Arctos:UAM:Herb:66085:1587308	66085	NA	Collector(s): Carolyn L. Parker	1983-07-05T00:00Z	NA	NA	186	1983	7	5	83-07-05	"silt-gravel bars, open salix thickets"	NA	NA	NA	NA	US	Alaska	NA	NA	"Post R. drainage, mouth of Bowzer Cr."	"Post R. drainage, mouth of Bowzer Cr."	NA	NA	NA	NA	Alan R. Batten	NA	62.2	-153.61	unknown	Arctostaphylos uva-ursi (L.) Spreng.
1041365909	KHD	vascular plants	NA	NA	PRESERVED_SPECIMEN	NA	urn:uuid:e2aa148a-6d1d-423b-9657-2f49eb18d986	KHD00030595	30	Ronald E. Abbot	1977-09-25T00:00Z	NA	268	NA	1977	9	25	NA	In gully on S facing slope.	NA	NA	NA	NA	US	Colorado	Boulder County	NA	"9 miles W of Boulder, Roosevelt national Forest."	NA	7700 FT	NA	NA	NA	NA	NA	40.01298	-105.44109	NA	Arctostaphylos uva-ursi subsp. adenotricha (Fernald & J.F.Macbr.) Calder & Roy L.Taylor
1041370685	KHD	vascular plants	NA	NA	PRESERVED_SPECIMEN	NA	urn:uuid:d27cb258-583b-40d0-8ee0-a06419d1abf3	KHD00026731	2943	Dina Clark; Colin Deihl	2009-06-27T00:00Z	NA	178	NA	2009	6	27	NA	"In Picea engelmannii - Pinus aristata timberline community below cog railway, on W facing slop below saddle between uppermost knob and knob 11848 at head of 1st ridge W of Windy Point ridge; with Salix spp. Juniperus communis. Granitic substrate."	NA	NA	NA	NA	US	Colorado	El Paso County	NA	"Windy Point and Vicinity., Pike-San Isabel National Forest, Pikes Peak, Boemer Creek headwaters, Windy Point ca. 0.7mi. SSW of Sachett Mt. Below cog railway, on W facing slop below saddle between uppermost knob and knob 11848 at head of 1st ridge W of Wi"	NA	11686 FT	NA	NA	NA	NA	NA	38.81113	-105.03065	NA	Arctostaphylos uva-ursi (L.) Spreng.
1021150670	CAS	VascularPlants	NA	NA	PRESERVED_SPECIMEN	NA	NA	CAS526046	864	"Walter Knight, Irja Knight"	1965-02-28T00:00Z	NA	NA	NA	1965	2	28	2/28/65	NA	NA	NA	NA	NA	US	California	San Mateo	NA	San Bruno Mt. Up Cable Ravine off Radis Road.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Arctostaphylos uva-ursi (L.) Spreng.
1021435930	CAS	VascularPlants	NA	NA	PRESERVED_SPECIMEN	NA	NA	CAS746807	6519	"Gladys L. Smith, Clare R. Wheeler"	1981-05-30T00:00Z	NA	NA	NA	1981	5	30	30-May-81	NA	NA	NA	NA	NA	US	California	Mendocino	NA	into Havens Neck. 8.2 km. N. of Gualala on Rte. 1.	NA	45 m	NA	NA	NA	NA	NA	38.8084	-123.593	NA	Arctostaphylos uva-ursi (L.) Spreng.
1021603544	CAS	VascularPlants	NA	NA	PRESERVED_SPECIMEN	NA	NA	CAS676102	20699	Roger Raiche	1982-08-21T00:00Z	NA	NA	NA	1982	8	21	21-Aug-82	NA	NA	NA	NA	NA	US	California	Marin	NA	"Lairds Landing, Pt. Reyes"	NA	80 ft	NA	NA	NA	NA	NA	38.15867	-122.91063	NA	Arctostaphylos uva-ursi (L.) Spreng.
1137324147	Naturalis	Botany	NA	NA	PRESERVED_SPECIMEN	NA	http://data.biodiversitydata.nl/naturalis/specimen/U.1287918	U.1287918	NA	Bogaers  P; Farjon  A	1983-07-19T00:00Z	NA	NA	NA	1983	7	19	83-07-19	NA	NA	NA	NA	NA	US	NA	NA	NA	"Alaska, Porcupine River, Yukon Flats, � 2 mi. dawnriver from Carls Cabin. (map Fort Yukon DI)."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Arctostaphylos uva-ursi (L.) Spreng.
1230286791	BUT	Herb	NA	NA	PRESERVED_SPECIMEN	NA	urn:catalog:BUT:Herb:2175	2175	NA	Stanley A. Cain	1927-04-28T00:00Z	NA	NA	NA	1927	4	28	NA	NA	NA	NA	NA	NA	US	Indiana	NA	NA	Furnessville.	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Deam, April 1936"	"Arctostaphylos uva-ursi subsp. coactilis (Fern. & J.F. Macbr.) L̦ve, L̦ve & Kapoor"
1228160735	F	Botany	Endangered-Threatened-Extinct	F	PRESERVED_SPECIMEN	NA	a66698fc-5bbc-4468-9c1e-0b5db3545f8e	Midwest Flora | Endangered-Threatened-Extinct	634	"O. E. Lansing, Jr."	1899-06-29T00:00Z	NA	NA	NA	1899	6	29	NA	NA	NA	NA	NA	NA	US	Indiana	Lake	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Arctostaphylos uva-ursi (L.) Spreng.
1228469067	F	Botany	Endangered-Threatened-Extinct	F	PRESERVED_SPECIMEN	NA	4a1a32c0-5fd4-4961-9068-cce15b772497	Midwest Flora | Endangered-Threatened-Extinct	NA	A. M. Langohr	1933-05-13T00:00Z	NA	NA	NA	1933	5	13	NA	NA	NA	NA	NA	NA	US	Indiana	Porter	NA	Ogden Dunes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Arctostaphylos uva-ursi (L.) Spreng.
1228523866	F	Botany	Endangered-Threatened-Extinct	F	PRESERVED_SPECIMEN	NA	62915437-0279-4fdd-bff3-6c99e2c76895	Midwest Flora | Endangered-Threatened-Extinct	1519	F. A. Swink	1952-07-19T00:00Z	NA	NA	NA	1952	7	19	NA	NA	NA	NA	NA	NA	US	Illinois	Lake	NA	NA	NA	NA	NA	NA	NA	NA	NA	41.95	-88.4333	NA	Arctostaphylos uva-ursi (L.) Spreng.
1228627509	F	Botany	Endangered-Threatened-Extinct	F	PRESERVED_SPECIMEN	NA	9bf1bd7b-9122-4b1e-9d0c-d836a386d3b4	Midwest Flora | Endangered-Threatened-Extinct	s.n.	F. Scammon	NA	NA	NA	NA	1859	8	NA	NA	NA	NA	NA	NA	NA	US	Illinois	Cook	NA	Chicago	NA	NA	NA	NA	NA	NA	NA	41.85	-87.65	NA	Arctostaphylos uva-ursi (L.) Spreng.
1143537867	iNaturalist	Observations	iNaturalist research-grade observations	NA	HUMAN_OBSERVATION	NA	http://www.inaturalist.org/observations/1933237	1933237	NA	Rebecca Marschall	2015-09-03T20:11Z	18:11:15Z	NA	NA	2015	9	3	15-09-03 11:11	NA	NA	NA	NA	NA	US	NA	NA	NA	NA	"Wyoming, United States"	NA	NA	NA	NA	NA	NA	43.60489	-110.4222	NA	Arctostaphylos uva-ursi (L.) Spreng.
1144278831	iNaturalist	Observations	iNaturalist research-grade observations	NA	HUMAN_OBSERVATION	NA	http://www.inaturalist.org/observations/2079387	2079387	NA	Scott King	2015-08-12T23:03Z	21:03:52Z	NA	NA	2015	8	12	15-08-12 16:03	NA	NA	NA	NA	NA	US	NA	NA	NA	NA	"Minnesota, United States"	NA	NA	NA	NA	NA	NA	48.61912	-93.2049	NA	Arctostaphylos uva-ursi (L.) Spreng.
1022099631	RSA	VascularPlants	NA	NA	PRESERVED_SPECIMEN	NA	NA	RSA636931	22851	Jon E. Keeley	1993-06-29T00:00Z	NA	NA	NA	1993	6	29	Jun 29 1993	NA	NA	NA	NA	NA	US	California	Mono	NA	"S side of Convict Lake, Eastern side Sierra Nevada."	NA	2350 m	NA	NA	NA	NA	NA	37.5828	-118.8631	NA	Arctostaphylos uva-ursi (L.) Spreng.
1022164590	CAS	VascularPlants	NA	NA	PRESERVED_SPECIMEN	NA	NA	CAS189272	5258	Milo S. Baker	1931-06-27T00:00Z	NA	NA	NA	1931	6	27	27-Jun-31	NA	NA	NA	NA	NA	US	California	Mendocino	NA	W. of Coast Highway + 5 mi. s. of Pt. Arena.	NA	NA	NA	NA	NA	NA	NA	38.8509	-123.6484	NA	Arctostaphylos uva-ursi (L.) Spreng.
1022254668	CAS	VascularPlants	NA	NA	PRESERVED_SPECIMEN	NA	NA	CAS456891	550	Walter Knight	1964-02-27T00:00Z	NA	NA	NA	1964	2	27	2/27/64	NA	NA	NA	NA	NA	US	California	Mendocino	NA	3.3. mi. n. of Gualala on e. roadside of Old Highway #1.	NA	NA	NA	NA	NA	NA	NA	38.7988	-123.572	NA	Arctostaphylos uva-ursi (L.) Spreng.
1030443242	MSC	Vascular Plants	Michigan State University Herbarium Vascular Plant Collection	NA	PRESERVED_SPECIMEN	NA	f06061e0-3039-11e3-963d-8844b9d50285	279078	NA	"Gillis, Jr., William"	1958-05-30T00:00Z	NA	NA	NA	1958	5	30	NA	NA	NA	NA	NA	NA	US	Michigan	Mackinac	NA	"Plants of Michigan ; Lake Michigan, near Brevort."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Arctostaphylos uva-ursi (L.) Spreng.
1030447068	MSC	Vascular Plants	Michigan State University Herbarium Vascular Plant Collection	NA	PRESERVED_SPECIMEN	NA	f105d845-3039-11e3-963d-8844b9d50285	279115	NA	Wheeler & Longyear	1890-06-04T00:00Z	NA	NA	NA	1890	6	4	NA	NA	NA	NA	NA	NA	US	Michigan	Berrien	NA	New Buffalo	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Arctostaphylos uva-ursi (L.) Spreng.
1030449016	MSC	Vascular Plants	Michigan State University Herbarium Vascular Plant Collection	NA	PRESERVED_SPECIMEN	NA	f14be726-3039-11e3-963d-8844b9d50285	279085	NA	"Krautter, D."	1949-05-20T00:00Z	NA	NA	NA	1949	5	20	NA	NA	NA	NA	NA	NA	US	Michigan	Keweenaw	NA	Plants of Northern Michigan ; Brockway Mountain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Arctostaphylos uva-ursi (L.) Spreng.
1030471192	MSC	Vascular Plants	Michigan State University Herbarium Vascular Plant Collection	NA	PRESERVED_SPECIMEN	NA	f528bf7f-3039-11e3-963d-8844b9d50285	279126	NA	"Bourdo, Jr., E."	1965-09-24T00:00Z	NA	NA	NA	1965	9	24	NA	NA	NA	NA	NA	NA	US	Michigan	Mackinac	NA	along Lake Michigan just west of Mackinac Bridge	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Arctostaphylos uva-ursi (L.) Spreng.
164279827	UCBG	Californian; Mather Redwood Grove	NA	NA	FOSSIL_SPECIMEN	NA	NA	91.1471	NA	"Raiche, R."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	US	California	Marin	NA	North America	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Arctostaphylos uva-ursi (L.) Spreng.
185832222	CS	Herbarium	NA	NA	PRESERVED_SPECIMEN	NA	NA	175306	NA	J Jones 62-10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	US	Colorado	Larimer County	NA	",lower slope of W White Pine Mt"	NA	NA	NA	NA	NA	NA	NA	40.5901	-105.4701	NA	Arctostaphylos uva-ursi (L.) Spreng.
185832224	CS	Herbarium	NA	NA	PRESERVED_SPECIMEN	NA	NA	175308	NA	R Kufled K-30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	US	Colorado	Mesa County	NA	",SW side of Hightower Mt, Buzzard Ck Drainage"	NA	NA	NA	NA	NA	NA	NA	39.259	-107.689	NA	Arctostaphylos uva-ursi (L.) Spreng.
185832652	CS	Herbarium	NA	NA	PRESERVED_SPECIMEN	NA	NA	272658	NA	Emily A. Holt	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	US	Colorado	Lake County	NA	"United States, Colorado,Central CO: Sawatch Range, East Slope Continental Divide: La Plata Trail off Colo Hwy 82, ca 7 air mi SE of Independence Pass."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Arctostaphylos uva-ursi (L.) Spreng.
185832666	CS	Herbarium	NA	NA	PRESERVED_SPECIMEN	NA	NA	273064	NA	Michael D. Brown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	US	Colorado	Fremont County	NA	"United States, Colorado,Found next to stream in Phantom Canyon"	NA	NA	NA	NA	NA	NA	NA	38.58167	-105.10306	NA	Arctostaphylos uva-ursi (L.) Spreng.
174474741	NMC	Herb	NA	NA	PRESERVED_SPECIMEN	NA	NA	45943	NA	W. Hess	1968-09-04T00:00Z	NA	NA	NA	1968	9	4	NA	NA	NA	NA	NA	NA	US	New Mexico	Catron	NA	"Mogollon Mts. of the Gila Natn'l forest, Indian Cr. drainage system, 15 mi. n. of Mogollon"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Arctostaphylos uva-ursi (L.) Spreng.
174475324	UNM	Herb	NA	NA	PRESERVED_SPECIMEN	NA	NA	108283	NA	B. Reif	2002-08-13T00:00Z	NA	NA	NA	2002	8	13	NA	NA	NA	NA	NA	NA	US	New Mexico	San Miguel	NA	"Santa Fe National Forest and Vicinity: Sangre de Cristo Mountains: Grindstone Spring and Tecolote Creek off NM Highway 291, 16 air miles WNW of Las Vegas.  From NM Highway 291 southwest 0.5 air miles to Tecolote Creek."	NA	NA	NA	NA	NA	NA	NA	35.69065	-105.47655	NA	Arctostaphylos uva-ursi (L.) Spreng.
